,text,label
212,Can I add a card to back into the app?,13
213,I want to link my new card. Can you help?,13
214,What is the process to link the new card?,13
215,"I found my card, am I able to put it back into the app?",13
216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",13
217,Where can I link a new card?,13
218,How do I add a card on to the app?,13
219,"I found my card in my jacket this morning, so can I reactivate it?",13
220,"I've obtained the card, how do I enable it on the app?",13
221,I need to find the card I received in the app.,13
222,How do I get my card on the app?,13
223,"In the app, how can I make it show the new card that arrived?",13
224,How do I link my new card?,13
225,Can I activate a card in the app?,13
226,"I want to link to my card card with you, how?",13
227,I would like to link my card to my account.,13
228,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",13
229,How can I link the new card?,13
230,I got a new card and can't find where to link it.,13
231,"Hey, I have my card, how do I get it to show in the app?",13
232,Where in the app do I go to make my new card show up?,13
233,Where do I scan my card?,13
234,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,13
235,Can I link my card I previously received?,13
236,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",13
237,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",13
238,You sent me a card and now I want to link it.,13
239,How do I add my new card to the app?,13
240,Can I add a card back to the app?,13
241,What if I want to add a card I already have to the app?,13
242,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",13
243,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",13
244,Is there a way to link cards if I have one of yours?,13
245,If my card was lost or stolen can I re-link it?,13
246,How do I link a new card to an existing one?,13
247,How do I link a new payment card?,13
248,I would like to reactivate my card that I previously reported lost. I located the card this morning.,13
249,"Card has been received, how will it show up on the app?",13
250,Can I re-link a lost card with the app?,13
251,What do I do to link my new card?,13
252,Is it possible to link a new card?,13
253,I deactivated my card but would like to reactivate it.,13
254,"I found my card that I thought I had lost, I need to reactive it, please help.",13
255,can I link a card of yours I already have?,13
256,Can I put my found card back into the app on my phone?,13
257,"My card arrived but I need to make it work in the app, how do I do that?",13
258,"I found the card that I thought I lost, and I would like to reactivate it.",13
259,I found my card again. Can I put it back into the app?,13
260,I need some help linking my new card.,13
261,help me link my card,13
262,How do I link my card in the app.,13
263,How do I get my card into the app?,13
264,I found my card! Can I link it back into the app?,13
265,How do I reactivate my card?,13
266,Where do I go to get my new card linked?,13
267,"I thought I lost my card but I found it today, so I would like to reactivate it.",13
268,How do I link the new card that I just got from you guys?,13
269,How can I add a new card?,13
270,Can you tell me how to get my card on the app?,13
271,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13
272,How do I make my card appear on the app?,13
273,How do I link the new card?,13
274,Where in the app do I link a new card?,13
275,How do I add my card to the app once I get it?,13
276,Can I link your physical card,13
277,How do I activate and link my new card?,13
278,"I got a card, how do I get it in the app?",13
279,I received my new card.  Where is it in the app?,13
280,"I found my card, how can I use it again?",13
281,"I just received a new card, where do I go to link it to my account?",13
282,"found card, how to put it back in app",13
283,How do I see my card in the app?,13
284,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",13
285,I don't see my card anywhere in the app.,13
286,"I received my card, how do I get it to work in the app?",13
287,What do I do if I already had a card with you guys?,13
288,if i found a lost card can i put it back in app,13
289,I have a card that was deactivated can I reactivate it?,13
290,"My new card isn't in my app, how do I get it in there?",13
291,Help me access the card I already got so I can information from it.,13
292,What is my money worth in other countries?,32
293,Will my money be of equal value when I travel abroad?,32
294,Do you know the rate of exchange?,32
295,What foreign exchange rate will I get on weekdays and on the weekends?,32
296,What is the exchange looking like?,32
297,How is the exchange rate doing?,32
298,I would like to know how exchange rates are calculated when transferring funds.,32
299,I would like to know what exchange rates you use?,32
300,"If I need to cash foreign transfers, how does that work?",32
301,Do you know what your exchange rates are?,32
302,How do I know what exchange rate I will get?,32
303,What are you exchange rates?,32
304,Do you have the best exchange rate?,32
305,Where can I find your exchange rates?,32
306,Your exchange rates come from where?,32
307,I need to know what your exchange rates are.,32
308,What's the process for exchanges?,32
309,What do you think of the exchange rate?,32
310,How are exchange rates calculated at this bank?,32
311,What do you use to figure out the exchange rate for the card?,32
312,What's the foreign exchange rate I will receive?,32
313,I need to know what foreign exchange rate I can get.,32
314,What are the current exchange rates?,32
315,What exchange rate will I receive?,32
316,What is the basis of your exchange rates?,32
317,How's the exchange rate?,32
318,How do you determine your exchange rates?,32
319,How do the foreign exchange rates work?,32
320,Where are you getting your exchange rates from?,32
321,How is the exchange rate calculated?,32
322,I'm interested in what your exchange rates are based on.,32
323,How do you decide what the exchange rates are?,32
324,What is the current exchange rate?,32
325,What is the formula for your exchange rate?,32
326,What method do you use for the exchange rate?,32
327,What are Interbanks current exchange rates?,32
328,from where are coming your exchange rates?,32
329,How do you calculate exchange rates?,32
330,Why is your exchange rate different on different days?,32
331,Where can I find the exchange rate for my transfer?,32
332,Where can I get your exchange rates from?,32
333,How do you find the exchange rate?,32
334,How are exchange rates determined?,32
335,What value can I get for my currency?,32
336,Please explain your exchange rate policy.,32
337,What are your exchange rates calculated from?,32
338,What is an exchange rate?,32
339,What is your opinion on the exchange rate?,32
340,What are the exchange rates you assign?,32
341,How do you determine exchange rates?,32
342,How are your exchange rates calculated?,32
343,How is an exchange rate calculated?,32
344,"When exchanging, how much are the rates?",32
345,What is the exchange rate for EUR?,32
346,How can I find your exchange rates?,32
347,Could you please tell me your exchange rates?,32
348,Is there an exchange rate?,32
349,How does the exchange rate work?,32
350,What is the present state of the exchange rate?,32
351,How are foreign exchange rates determined?,32
352,How's the exchange rate looking right now?,32
353,Please explain the exchange rates.,32
354,What is the foreign exchange rate you will apply?,32
355,explain the interbank exchange rate,32
356,What will my exchange rate be?,32
357,how do you get exchange rates,32
358,What exchange rates do you use?,32
359,How will I know what the exchange rate is?,32
360,What factors effect the exchange rate?,32
361,Where does the exchange rate stand right now?,32
362,I'd like to know what the foreign exchange rate will be.,32
363,Does the exchange rate change?,32
364,How do your exchange rates factor in?,32
365,Will I know which exchange rate I will get?,32
366,How do I know what the exchange rate will be when I make an exchange.,32
367,Is the exchange rate the same on weekends as the weekdays?,32
368,How do you do exchanges?,32
369,On what do you base your exchange rates?,32
370,How do you come up with your exchange rate,32
371,What factors determine your exchange rate?,32
372,How are the exchange rates determined?,32
373,I would like to know what your exchange rates are.,32
374,Is the exchange rate current?,32
375,What are the exchange rates?,32
376,How much are the rates of exchange?,32
377,How do you decide what your exchange rates are?,32
378,Your exchange rates are coming from where?,32
379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,32
380,How are the exchange rates for transfers calculated?,32
381,How do I know how much money I will have when I travel abroad?,32
382,How do you do currency exchanges?,32
383,Can you explain your exchange rates basis?,32
384,How did you guys get your exchange rate?,32
385,Can you tell me your exchange rates?,32
386,Could you tell me what your exchange rates are?,32
387,Does this app have the same exchange rate as third parties?,32
388,what are your exchange rates at?,32
389,How is the current exchange rate?,32
390,What is the system for determining the exchange rate?,32
391,I am travelling and I was wondering what your exchange rates are,32
392,How can I tell what foreign exchange rate I will get?,32
393,Tell me your opinion on the exchange rate.,32
394,I'd like to know what you guys look at to decide an exchange rate,32
395,How does the exchange rate work on this app?,32
396,where do you find your exchange rates?,32
397,I want to know your exchange rates.,32
398,What exchange rate is it?,32
399,What is the source of your exchange rates?,32
400,i need to know about exchange rates,32
401,Where do you get those exchange rates?,32
402,How do you determine the exchange rate?,32
403,What foreign exchange rate will I get?,32
404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",17
405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",17
406,I think the currency exchange that's been applied is wrong.,17
407,The exchange rate I was charged for a purchase was not right.,17
408,Can you please explain why the exchange rate for the item I bought is wrong?,17
409,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,17
410,My payment has an incorrect exchange rate.,17
411,my exchange rate looks wrong for my last payment,17
412,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,17
413,I was charged the wing amount for an item.,17
414,the exchange rate on my payment was wrong,17
415,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,17
416,An incorrect exchange rate was applied to an item I bought.,17
417,The exchange rate was incorrect for an item I bought.,17
418,The exchange rate on my payment doesn't look right,17
419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",17
420,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,17
421,After purchasing an item I noticed the exchange rate was incorrect.,17
422,The amount of exchange was not correct for the item i bought.,17
423,The exchange rate from my card payment isn't right.,17
424,My exchange rate isn't correct.,17
425,Why was the exchange rate so wrong when I bought something!,17
426,My exchange rate was wrong for an Item I bought!,17
427,I was using a foreign currecy to make a payment and the applied the wrong rate.,17
428,The exchange rate was incorrect for this item I bought.,17
429,I purchased something overseas and the incorrect exchange rate was applied.,17
430,The exchange rate is incorrect for my payment.,17
431,The item i bought exchanged rate was incorrect.,17
432,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,17
433,I bought something in another country but the exchange rate is wrong,17
434,I bought an item and the exchange rate was wrong.,17
435,Exchange rate for my card payment is wrong,17
436,the exchange rate at which my card payment is at is wrong,17
437,There was a problem with the exchange rate on a purchase.,17
438,"I recently purchased something, and the exchange rate was wrong.",17
439,What if there is an error on the exchange rate?,17
440,Why is my exchange rate wrong?,17
441,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,17
442,I used foreign currency to buy something and I think the rate applied is incorrect.,17
443,This exchange rate on my purchase is wrong.,17
444,Why is your exchange rate so bad?,17
445,The exchange rate looks wrong on a holiday purchase,17
446,"I purchased something abroad, and the exchange rate that was applied was wrong.",17
447,I bought something and I take issue with the exchange rate applied.,17
448,I think there has been a mistake on my exchange rate for this purchase.,17
449,You did not give me the correct exchange rate for an item that I bought.,17
450,I checked on google and the exchange rate you are using is really bad. Can you update it?,17
451,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",17
452,"In regards to my card payment, the exchange rate is incorrect.",17
453,I bough an item and the exchange rate was incorrect.,17
454,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,17
455,I question today's exchange rate for rubles into pounds. I was hoping for a better return.,17
456,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,17
457,My currency rate is inaccurate.,17
458,The currency exchange rate was wrong for a purchase I made.,17
459,I purchased something abroad and the incorrect exchange rate was applied.,17
460,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,17
461,I was charged the wrong exchange rate on a purchase,17
462,Can you change the rate for the item I bought in a different currency as it is wrong?,17
463,The currency exchange for my purchase in foreign currency is incorrect.,17
464,I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,17
465,My foreign currency exchange has been applied incorrectly.,17
466,Why isn't my purchase exchange rate correct?,17
467,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,17
468,"I purchased something while traveling, and the exchange rate applied was wrong.",17
469,Why is the exchange rate different on my recent purchase?,17
470,The fee charged when I changed rubles into British pounds was too much.,17
471,I wasn't charged the correct exchange rate for an item I purchased.,17
472,Does the fee for exchange change?,17
473,The rate applied to my purchase in a foreign currency was wrong.,17
474,"I bought something while traveling, and the exchange rate was wrong.",17
475,something is wrong with my exchange rate charge,17
476,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,17
477,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,17
478,I bought an item then noticed the exchange rate was wrong.,17
479,The exchange rate applied is wrong for my international purchase.,17
480,My card payment had the wrong exchange rate,17
481,They used the wrong rate when I made a purchase with foreign currency.,17
482,Does the exchange rate change each day for purchases? There is a different rate on my purchase.,17
483,It seems that the rate I got is incorrect.,17
484,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,17
485,Was I charged more than I should of been for a currency exchange?,17
486,What do i do if the exchange rate was wrong for the item i bought overseas?,17
487,My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,17
488,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,17
489,What is your exchange rate between UK pounds and Russian rubles for my last transaction,17
490,I think there was an error in your exchange rate.,17
491,The exchange rate was not correct for the item I bought.,17
492,I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,17
493,My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,17
494,The correct exchange rate wasn't given to me for an item I purchased.,17
495,"I bought something in another currency, but the exchange rate was incorrect.",17
496,the exchange rate is wrong from something I got in another country,17
497,"The exchange rate given to me after a purchase, was incorrect",17
498,My card payment has the wrong exchange rate,17
499,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,17
500,Why is the exchange rate different from what I expected?,17
501,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,17
502,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,17
503,Why was I charged extra on my last UK pound to Russian ruble exchange?,17
504,The wrong exchange rate was used when I purchased an item.,17
505,Why was the wrong rate applied when I bought something in a different currency?,17
506,I bought something abroad and the exchange rate applied is wrong,17
507,An item I bought had the wrong exchange rate applied.,17
508,I think the rate that was applied to my purchase using foreign currency is wrong. Help!,17
509,Why was my exchange rate a different amount than usual?,17
510,I want to change the wrong exchange rate.,17
511,I recently bought something abroad but the exchange rate is incorrect. Why?,17
512,"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",17
513,I did not receive the correct amount for the exchange rate.,17
514,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",17
515,The exchange rate for my payment last Saturday must be wrong because I was charged extra.,17
516,Are you sure this is the interbank exchange rate? This rate is really bad.,17
517,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,17
518,I believe you charged me too much to exchange my money,17
519,"I changed the currency, but why is it costing more?",17
520,Why was the exchange wrong for the item I purchased?,17
521,"I made an international purchase, but the exchange rate was wrong",17
522,My purchase used the wrong exchange rate,17
523,"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",17
524,I made a purchase and was charged at the wrong foreign exchange rate.,17
525,I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,17
526,Why is the exchange rate for my payment incorrect?,17
527,Your foreign exchange rate is wrong.,17
528,It looks like the exchange rates on my card payment are wrong,17
529,There's an error with the rate that is charged.,17
530,I bought an item at the wrong exchange rate.,17
531,I think the exchange rate on my card payment is incorrect.,17
532,I bought an item that I was charged a different exchange rate for.,17
533,I am not receiving the correct exchange rate on my card.,17
534,When I purchased a product in another country the currency exchange was incorrect.,17
535,The exchange rate used on your app is really bad. I'm considering closing my account because of it.,17
536,I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,17
537,I received the wrong exchange rate for an item i bought.,17
538,Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,17
539,I don't think the charges made when I had currency exchanged are right.,17
540,Why am I being charged the wrong currency exchange when I purchased something abroad?,17
541,The exchange rate for my card payment doesn't seem right.,17
542,"When I bought something abroad, the exchange rate was wrong.",17
543,I didn't receive the correct exchange rate for an item that I bought.,17
544,Why is the exchange rate on my card wrong?,17
545,I am being charged the wrong amount on my card.,17
546,The exchange rate is incorrect on an item I recently purchased in a foreign country.,17
547,The exchange rate is incorrect for something I bought,17
548,My payment had a wrong exchange rate.,17
549,The exchange rate for my electronic payment is incorrect.,17
550,Why was I charged a higher exchange rate when I bought something abroad?,17
551,Why didn't I receive the correct exchange rate for an item that I purchased?,17
552,Why is the exchange rate on my card payment different than I expected?,17
553,My rate of exchange was wrong.,17
554,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,17
555,I purchased something abroad but the exchange rate is incorrect.,17
556,A foreign purchase I made has the incorrect rate applied to it.,17
557,"When I was traveling abroad, the exchange rate was applied wrong.",17
558,There's an error in regards to the exchange rate for an item I bought.,17
559,"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",17
560,The exchange rate is bad. Are you sure this is the exchange rate?,17
561,I purchased an item and the exchange rate was wrong,17
562,Exchange rate on a purchase was incorrect,17
563,"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",17
564,I was charged extra. Was the exchange rate for my payment last Saturday wrong?,17
565,The exchange rate that was applied for an international purchase was wrong.,17
566,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",17
567,Why am I being charged more on exchange with things I bought abroad?,17
568,"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",17
569,I made a purchase but the exchange rate is wrong?,17
570,Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,17
571,Why is there an extra fee on my statement?,34
572,Why did they charge me an extra $1?,34
573,Why is there a 1 euro fee on my statement?,34
574,Why do I see an extra £1 charge on my statement?,34
575,I am inquiring about a $1 charge on my statement.,34
576,What is the $1 transaction on my account?,34
577,What is this extra pound charge for?,34
578,I was charged $1 in a transaction.,34
579,What is the reason for the extra fee on my statement?,34
580,There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,34
581,Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,34
582,"I have a strange transaction for £1 on my statement, what is that?",34
583,I have no idea why there is a dollar that has been charged to my account.,34
584,I have been charged a pound for something that appears on my statement,34
585,Why is there a $1 charge on my statement?,34
586,Where did this extra €1 fee on my statement come from?,34
587,Is there a reason why there is an extra £1 charge on my account?,34
588,Can you tell me what this fee is on my statement?,34
589,Why has another fee been placed on my statement?,34
590,There has been a charge pending on my account statement that I can't figue out it's for a dollar.,34
591,€1 was in my statement as an extra fee.,34
592,Why is there an extra charge on my statement.,34
593,"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",34
594,I see a $1 charge in a transaction.,34
595,I had to pay a pound more than I anticipated!,34
596,There is a €1 extra fee in my statement,34
597,My statement contained a one pound extra fee,34
598,I checked my account today and saw that I was charged an extra pound that I did not spend.,34
599,What is the extra €1 on my statement for?,34
600,I see I was charged $1 for a transaction.,34
601,$1 charge in transaction.,34
602,"I just looked at my app and it seems I was charged extra, why is that?",34
603,Why is there an extra pound charge that is pending?,34
604,I was wrongfully charged one pound.,34
605,Why is there an extra fee charged?,34
606,"I just checked my statement and saw a $1 charge, why is it there?",34
607,There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,34
608,Why have I been charged an extra pound?,34
609,I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,34
610,Why do I see an extra €1 charge on my statement?,34
611,Is the 1 pound charge I can see an error or an incorrect entry?,34
612,Why did I get a $1 extra fee on the statement?,34
613,Why was I charged $1 in a transaction?,34
614,why is there a service fee on my statement?,34
615,"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",34
